,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary
10730,59,2,268840,1,10,2,0,2,4,0,16,38,0
21672,39,2,177277,0,9,2,6,0,4,1,45,38,0
15488,24,2,376393,4,11,4,11,1,4,0,40,38,0
29685,56,0,317847,2,13,0,0,1,4,1,40,38,0
18283,38,4,146042,2,13,2,9,0,1,1,60,38,1
27309,49,2,194189,8,4,2,5,0,4,1,40,38,0
5988,23,2,33105,1,10,4,5,3,0,1,40,38,0
2771,55,0,270859,2,13,2,9,0,4,1,40,38,1
21149,20,2,219211,1,10,4,7,3,4,1,20,38,0
7690,72,2,192732,0,9,2,5,0,4,1,20,38,0
9358,17,2,186677,5,7,4,5,3,4,1,12,38,0
17475,25,2,175540,0,9,4,0,1,4,1,50,38,0
3716,31,2,225053,0,9,0,13,1,4,1,45,38,0
12595,54,2,175912,7,6,2,13,0,4,1,40,38,0
18622,28,2,189530,6,12,2,9,0,4,1,40,38,0
7629,48,2,273828,13,3,4,5,1,4,1,40,25,0
462,62,1,114060,0,9,2,13,0,4,1,40,38,0
8421,38,2,51100,2,13,0,3,1,4,1,40,38,0
22499,26,2,159732,0,9,6,13,1,4,1,40,38,0
4748,23,2,202284,2,13,4,11,3,4,1,20,38,0
27399,20,2,177287,0,9,4,11,1,4,0,38,38,0
8713,20,2,41721,1,10,4,7,3,4,1,60,38,0
19943,37,2,236328,7,6,2,2,0,4,1,48,38,0
17048,47,1,97419,2,13,0,9,1,2,0,40,38,0
22440,75,2,316119,1,10,6,9,1,4,0,8,38,0
20786,27,2,85126,0,9,4,6,1,4,0,40,38,0
24918,34,2,167832,7,6,2,2,0,4,1,40,38,0
8646,50,2,150941,0,9,0,6,4,2,0,44,38,0
10262,36,2,99146,0,9,2,6,0,4,1,45,38,0
16378,68,4,133736,1,10,2,11,0,4,1,40,38,0
13002,35,3,64874,6,12,4,11,3,4,1,40,38,0
21131,39,4,106347,1,10,0,11,4,4,1,47,38,0
23532,39,2,184128,5,7,0,11,2,4,0,40,38,0
10322,37,2,174503,2,13,6,9,1,4,0,50,38,0
18088,20,2,259496,1,10,4,11,3,4,0,20,38,0
3691,57,4,47857,1,10,2,4,0,4,1,50,38,0
17248,30,2,163604,2,13,6,9,4,4,0,55,38,0
18866,50,4,64667,0,9,0,9,1,1,0,60,39,0
19731,27,2,189462,3,14,4,9,1,4,0,45,38,0
20744,51,4,156802,0,9,2,4,0,4,1,60,38,0
26173,48,2,147860,0,9,2,5,5,2,0,40,38,0
14550,27,2,166210,0,9,0,2,1,4,1,50,38,0
13057,37,2,201141,0,9,4,0,3,4,0,37,38,0
15827,33,2,392812,2,13,2,3,0,4,1,45,38,1
15405,62,4,115176,0,9,2,4,0,4,1,65,38,0
21385,23,2,197387,0,9,4,2,3,4,1,37,25,0
22961,45,2,219632,0,9,2,13,0,4,1,40,38,0
29489,44,2,335248,1,10,0,0,1,4,0,40,38,0
16911,37,2,290609,0,9,0,0,4,2,0,40,38,0
27102,49,3,315998,2,13,2,3,0,4,1,50,38,1
8312,51,4,311569,0,9,0,11,1,4,1,40,38,0
20489,39,2,255027,4,11,0,3,4,2,0,40,38,0
6033,34,2,144949,7,6,2,2,0,4,1,45,38,0
11617,53,2,126977,0,9,5,2,1,4,1,35,38,0
17328,60,2,148522,1,10,2,2,0,0,1,40,38,0
19088,41,2,58880,2,13,2,9,5,4,0,10,38,0
4635,26,2,330695,1,10,2,6,0,4,1,40,38,0
13253,43,2,137722,0,9,2,5,0,4,1,40,38,0
15566,46,6,142210,0,9,2,6,5,4,0,25,38,0
1907,45,2,371886,2,13,4,9,1,4,1,46,38,0
20852,41,2,24763,0,9,0,13,4,4,1,40,38,0
3831,36,1,348728,2,13,4,9,1,4,0,35,38,0
27913,42,2,657397,0,9,2,6,0,4,1,40,25,0
16945,37,2,454915,7,6,0,2,1,4,1,40,38,0
10709,33,4,24504,0,9,5,2,2,4,1,50,38,0
10368,37,2,125550,0,9,4,12,1,4,0,35,38,0
2231,55,3,124137,9,15,2,9,0,4,1,35,11,1
2648,71,2,235079,15,1,6,2,4,2,1,10,38,0
19483,46,2,101430,5,7,0,5,4,2,0,40,38,0
26582,33,2,263561,1,10,2,2,0,4,1,60,38,0
20436,58,2,111394,2,13,2,9,0,4,1,40,38,1
8370,46,5,248895,2,13,2,3,0,4,1,40,38,1
4501,18,2,188476,5,7,4,3,3,4,1,20,38,0
13990,50,2,99307,0,9,2,2,0,4,1,45,38,0
27193,31,2,184889,0,9,4,7,3,2,0,20,38,0
8972,48,2,102938,2,13,4,7,4,1,0,40,39,0
11322,76,2,98695,1,10,0,0,1,4,0,20,38,0
16175,34,5,227931,1,10,0,0,1,4,0,38,38,0
6222,20,2,221661,0,9,2,0,5,4,0,40,25,0
6062,33,3,40444,1,10,2,3,0,4,1,40,38,0
20047,25,5,152503,1,10,4,12,1,2,1,40,38,0
17937,26,2,322547,2,13,4,9,1,4,0,45,38,0
11071,51,2,245873,1,10,2,0,5,4,0,40,38,0
19799,28,2,190391,2,13,4,11,1,4,1,40,38,0
14565,37,2,125933,6,12,2,3,0,4,1,50,38,0
13914,40,0,118686,2,13,4,9,1,4,0,45,38,0
26951,45,2,98475,2,13,0,3,1,4,1,45,38,0
26627,30,2,115040,0,9,2,13,0,4,1,40,38,0
10116,21,2,148211,0,9,4,5,1,4,1,50,38,0
27039,22,2,48347,1,10,4,12,3,4,1,40,38,0
27553,21,2,132053,1,10,4,0,3,4,0,35,38,0
17561,20,2,201799,1,10,4,11,3,4,0,13,38,0
26381,90,0,195433,0,9,2,2,0,4,1,30,38,0
27452,51,2,95329,3,14,0,10,4,4,1,40,38,0
21628,29,5,204516,3,14,2,9,0,4,1,15,38,1
29233,39,2,226374,7,6,0,7,4,2,0,40,38,0
11290,53,4,162576,8,4,2,12,0,4,1,99,38,0
4935,24,2,119704,0,9,2,0,5,4,0,40,38,0
22418,50,2,167886,1,10,2,11,0,4,1,40,38,0
8663,25,2,218667,0,9,2,5,0,4,1,40,38,0
11243,41,2,123403,0,9,2,0,0,4,1,40,38,0
12274,43,2,96249,0,9,2,6,0,4,1,42,38,0
28828,22,4,214014,1,10,4,11,3,2,1,55,38,0
4866,29,4,141185,1,10,2,4,0,4,1,55,38,0
21190,33,0,331615,12,16,2,9,0,4,1,40,38,1
18371,54,2,198546,3,14,6,0,4,4,0,38,38,0
14297,24,2,211968,1,10,4,11,1,4,0,24,38,0
24740,26,4,102476,0,9,4,2,3,4,1,50,38,0
13063,51,2,84399,0,9,2,6,0,2,1,40,38,0
5971,28,2,114967,2,13,2,9,0,4,1,40,38,1
4180,29,2,370494,0,9,4,7,4,4,0,40,25,0
27473,46,2,148995,0,9,2,11,0,4,1,40,38,0
18261,54,2,183248,0,9,0,13,1,2,1,40,38,0
13149,66,2,201197,2,13,2,9,0,4,1,45,38,1
5949,52,3,173754,9,15,2,9,0,4,1,60,38,1
2353,40,2,216116,10,5,4,6,4,2,0,40,13,0
21859,61,3,98350,12,16,2,3,0,1,1,40,35,1
28896,20,2,218962,0,9,4,6,1,4,1,40,38,0
23045,42,2,245975,0,9,2,2,0,4,1,40,38,0
29501,19,2,223669,1,10,4,7,3,4,1,30,38,0
24993,22,1,412316,0,9,4,5,3,2,1,40,38,0
17211,32,2,390157,2,13,4,9,1,2,0,40,38,0
25841,36,2,182013,1,10,0,12,4,4,0,40,38,0
14079,43,0,192712,1,10,2,9,5,4,0,40,38,0
26126,29,2,499197,1,10,2,9,0,4,1,40,38,0
13556,62,2,114060,8,4,2,10,0,4,1,91,38,0
209,18,2,243313,0,9,4,11,3,4,0,40,38,0
26025,41,2,211253,3,14,2,3,5,4,0,40,38,0
14951,28,2,209641,0,9,4,7,1,4,1,32,38,0
26903,56,4,201318,10,5,2,3,2,4,1,50,3,0
13852,61,2,136262,0,9,2,3,0,4,1,50,38,0
345,40,5,184018,4,11,2,6,0,4,1,38,38,0
6815,42,2,31251,4,11,2,11,0,4,1,37,38,0
8380,53,2,263729,1,10,5,0,1,4,0,40,38,0
3810,47,3,175958,2,13,4,11,1,4,1,60,38,0
1143,38,1,165799,1,10,4,7,1,4,1,12,38,0
23796,38,1,172855,2,13,2,9,5,2,0,40,38,0
26813,47,2,121124,2,13,2,2,0,4,1,50,38,1
719,28,2,196690,4,11,4,6,1,4,0,42,38,0
13629,60,2,170310,13,3,2,13,0,4,1,40,38,0
17429,33,2,183557,6,12,4,9,1,4,0,40,38,0
20041,38,2,179668,0,9,2,10,0,4,1,40,33,0
6602,39,2,85319,9,15,2,9,5,4,0,60,38,0
28484,42,5,333530,1,10,2,3,5,4,0,40,38,0
26377,29,2,152461,2,13,4,9,4,4,0,50,38,0
21493,30,2,159888,2,13,4,11,1,4,1,60,38,0
11466,34,2,296724,1,10,4,3,1,4,0,17,38,0
18237,40,2,225432,1,10,2,6,0,4,1,45,38,0
23698,30,2,121142,2,13,4,11,1,4,1,40,38,0
1038,35,2,89508,0,9,2,13,0,4,1,50,38,0
29619,43,3,62026,9,15,2,3,0,4,1,40,38,1
1650,32,2,35595,2,13,4,0,1,4,1,40,38,0
21026,49,2,87928,4,11,2,2,0,4,1,40,38,0
9120,36,2,32776,2,13,2,3,0,4,1,40,38,1
25894,27,2,306747,2,13,0,5,3,2,1,40,38,0
2396,41,2,304906,2,13,2,3,0,4,1,40,38,1
15999,73,4,233882,0,9,2,4,0,1,1,40,39,0
12858,72,0,39110,5,7,0,0,1,4,0,8,1,0
27558,27,2,176683,0,9,4,13,3,4,1,40,38,0
455,34,2,187251,0,9,0,9,4,4,0,25,38,0
26919,21,2,221661,0,9,4,11,3,4,0,35,38,0
28134,21,5,164922,1,10,4,5,3,4,1,40,38,0
8446,59,4,136413,8,4,2,4,0,4,1,48,38,0
15600,28,2,65171,1,10,2,0,0,4,1,40,38,0
8184,42,2,266710,1,10,5,0,4,2,0,41,38,0
26928,36,2,76417,0,9,2,2,0,4,1,52,38,0
1403,20,2,231286,1,10,4,5,1,2,1,15,38,0
28258,36,2,185325,0,9,4,13,1,4,1,35,38,0
28779,54,2,222882,0,9,6,3,4,4,0,45,38,0
13005,40,2,173590,3,14,2,3,0,4,1,50,38,1
5083,33,1,342458,6,12,0,10,1,4,1,56,38,0
1044,37,2,189382,4,11,4,0,3,4,0,38,38,0
12829,37,2,51264,12,16,2,9,0,4,1,99,9,1
5667,51,2,30008,0,9,2,13,0,4,1,60,38,0
3204,69,2,88566,10,5,2,7,0,4,1,35,38,0
14749,30,2,157778,1,10,2,9,0,4,1,25,38,0
10247,17,2,266072,7,6,4,7,1,4,1,20,7,0
27178,23,2,55215,2,13,4,11,3,4,1,55,38,0
8484,30,2,87054,0,9,2,2,0,4,1,50,38,0
26267,26,2,198801,0,9,2,2,0,4,1,45,38,0
20052,47,2,32509,1,10,0,7,4,4,0,40,38,0
25318,40,2,141583,7,6,4,7,4,2,0,40,38,0
4731,54,4,278230,1,10,0,4,4,4,0,30,38,0
9430,29,2,183627,0,9,2,6,0,4,1,48,20,0
11896,60,2,52900,8,4,2,13,0,4,1,40,38,0
17009,44,1,124692,3,14,2,9,0,4,1,35,38,1
9090,30,2,103649,1,10,4,7,3,2,0,40,38,0
23843,46,2,249935,12,16,2,9,0,4,1,70,38,1
8142,35,2,186934,0,9,2,3,0,4,1,50,38,0
22559,48,2,174533,0,9,2,6,0,4,1,40,38,0
9387,54,2,98535,2,13,2,3,0,4,1,40,38,1
12028,50,4,176867,12,16,2,9,0,4,1,40,38,1
10223,58,1,368797,3,14,6,9,4,4,1,35,38,0
22878,29,5,159782,3,14,2,9,5,4,0,45,38,0
4548,51,2,305147,2,13,4,9,1,4,1,40,38,0
24928,61,2,162432,1,10,0,7,1,4,0,40,38,0
14196,44,2,211531,1,10,2,3,0,4,1,50,38,0
17771,83,3,272248,0,9,0,11,1,4,1,20,38,0
9195,26,2,137678,0,9,4,7,1,4,1,40,38,0
185,24,4,32921,0,9,4,11,1,4,1,40,38,0
20215,25,2,344804,0,9,2,7,0,4,1,50,25,0
28265,55,2,134120,7,6,2,2,0,4,1,40,38,0
13304,42,2,87284,9,15,2,9,0,4,1,35,38,1
3988,33,2,184901,0,9,2,6,0,4,1,40,38,0
11177,42,2,112181,0,9,2,6,5,4,0,40,38,0
12037,50,2,165050,7,6,2,2,0,4,1,40,38,0
13323,24,0,127185,6,12,2,3,5,4,0,40,38,0
21443,22,2,252355,0,9,4,7,1,4,1,27,38,0
1046,46,4,246212,3,14,2,3,0,4,1,45,38,1
25410,60,0,27466,1,10,6,3,1,4,0,40,8,0
29349,51,2,289436,2,13,2,3,0,4,1,60,38,1
9264,49,2,181717,4,11,5,9,3,4,0,36,38,0
13349,64,2,134378,3,14,2,3,0,4,1,50,38,1
6332,52,2,204322,4,11,2,12,0,4,1,40,38,0
8880,55,2,282023,2,13,2,11,0,4,1,50,38,1
14242,59,1,223215,1,10,2,10,0,4,1,42,38,0
21420,38,1,177305,2,13,2,9,0,4,1,38,38,1
6787,56,2,179625,7,6,5,7,4,4,0,32,38,0
4753,49,1,349633,3,14,2,9,5,4,0,50,38,0
18224,30,5,190385,1,10,4,0,1,4,0,37,38,0
27067,27,2,55390,1,10,4,4,3,4,1,45,38,0
5340,37,4,282461,1,10,2,3,0,4,1,60,38,0
9762,28,2,388112,14,2,4,4,4,4,1,77,25,0
10923,41,2,144032,0,9,2,3,0,4,1,60,38,0
19474,33,4,199539,0,9,2,13,0,4,1,65,38,0
229,40,2,207578,6,12,2,12,0,4,1,60,38,0
21822,70,3,247383,1,10,2,3,0,4,1,40,38,0
16984,51,4,127149,5,7,2,4,0,4,1,45,38,0
14936,21,2,219137,7,6,4,7,3,2,1,25,38,0
20410,23,2,139012,4,11,4,13,3,1,1,40,34,0
2669,81,2,114670,10,5,6,8,1,2,0,5,38,0
13516,37,2,37109,0,9,2,7,5,1,0,60,29,0
11784,58,2,27385,0,9,2,3,0,4,1,60,38,0
25924,49,2,287647,3,14,0,11,1,4,1,45,38,0
29847,19,2,109928,5,7,4,11,3,2,0,35,38,0
5122,32,4,173314,4,11,2,9,0,3,1,60,38,0
6310,63,2,161563,0,9,2,2,0,4,1,48,38,0
8619,20,2,120572,1,10,4,7,1,4,0,12,38,0
14744,23,2,193586,1,10,4,0,3,4,0,25,38,0
4797,57,1,323309,8,4,0,7,1,4,1,40,38,0
6115,19,2,131615,0,9,4,6,3,4,1,40,38,0
21959,42,2,29702,7,6,2,6,0,4,1,40,38,0
3477,33,3,117963,6,12,2,3,0,4,1,60,38,0
18258,24,2,41838,1,10,2,2,0,4,1,40,38,0
1240,42,2,173938,0,9,5,11,3,4,0,40,38,0
647,31,4,80145,1,10,2,2,0,4,1,40,38,0
14682,17,2,73338,5,7,4,11,3,4,1,20,38,0
21295,30,2,170065,1,10,2,2,0,4,1,40,38,0
26963,64,2,75577,8,4,2,0,0,4,1,50,38,0
16097,63,2,246841,0,9,2,5,0,4,1,40,38,0
22850,20,2,250630,1,10,4,11,1,4,0,20,38,0
9952,38,2,203836,1,10,2,11,0,4,1,50,38,0
18652,44,2,106900,0,9,2,11,0,4,1,68,38,0
22842,49,2,187454,0,9,2,11,0,4,1,65,38,0
24423,34,2,99872,3,14,2,3,0,1,1,40,18,1
10253,40,2,277647,2,13,2,9,0,4,1,40,38,1
14976,45,2,175625,0,9,5,0,4,4,0,38,38,0
24715,30,2,206325,5,7,2,2,0,4,1,45,38,0
29182,20,2,224640,6,12,4,3,3,4,0,40,38,0
26082,36,2,171393,3,14,2,9,0,4,1,55,38,1
14015,42,2,210534,13,3,5,0,2,4,1,40,7,0
19933,40,2,124692,2,13,2,3,0,4,1,40,38,1
5908,44,2,228057,0,9,5,0,1,4,0,40,32,0
3328,44,2,378251,0,9,2,0,5,4,0,38,38,0
10909,40,1,42703,1,10,2,0,5,4,0,40,38,0
12079,58,2,216941,0,9,0,3,4,4,0,40,38,0
25232,50,2,211116,7,6,2,7,0,2,1,40,38,0
28836,39,2,202683,2,13,2,0,0,4,1,40,38,1
19626,63,2,181153,0,9,2,11,0,4,1,35,38,0
5635,46,0,161337,1,10,0,12,1,4,1,40,38,0
30035,23,2,45834,2,13,4,3,1,4,0,50,38,0
11050,48,2,50402,1,10,0,6,4,4,1,40,38,0
16703,54,2,170562,1,10,2,3,0,4,1,48,38,0
15865,36,2,209629,0,9,2,6,0,4,1,40,38,0
22261,53,2,340723,9,15,4,9,1,4,0,40,38,0
20955,40,4,280433,2,13,2,2,0,4,1,50,38,1
1454,40,2,103395,1,10,2,2,0,4,1,45,38,0
592,21,2,160968,1,10,4,5,3,4,1,40,38,0
8775,33,2,184833,0,9,4,7,1,4,0,35,38,0
11626,29,2,108574,4,11,4,8,3,4,0,40,38,0
20155,25,2,456604,5,7,2,6,0,4,1,40,38,0
27149,60,2,202226,1,10,0,2,3,4,1,44,38,0
4530,24,2,190290,2,13,4,11,1,4,1,60,38,0
2214,45,2,330535,0,9,4,0,1,4,1,40,38,0
15432,65,2,420277,1,10,2,10,0,4,1,40,38,0
20746,38,2,331395,8,4,2,4,0,4,1,84,31,0
25482,28,2,201861,1,10,2,6,0,4,1,45,38,0
10237,53,2,92430,0,9,2,2,0,4,1,40,38,0
184,35,2,138992,3,14,2,9,2,4,1,40,38,0
19201,32,3,343872,1,10,2,13,0,2,1,35,13,0
2979,26,2,187577,4,11,4,11,1,4,1,55,38,0
474,28,2,189346,0,9,0,2,1,4,1,45,38,0
19576,54,2,179291,1,10,2,9,0,2,1,56,13,0
26282,62,1,206063,1,10,0,7,1,4,1,45,38,0
23508,41,4,375574,1,10,2,11,0,4,1,60,25,0
1362,26,2,256263,0,9,4,2,1,4,1,25,38,0
28057,41,5,100800,3,14,0,9,1,4,1,35,38,0
13208,33,2,318982,1,10,2,3,0,4,1,45,38,0
1409,40,2,85995,7,6,2,6,0,4,1,40,38,0
25227,48,4,107231,2,13,2,3,0,4,1,50,38,1
4178,24,2,403671,1,10,4,6,1,4,1,40,38,0
25435,19,2,292590,1,10,4,7,3,4,0,20,38,0
4427,20,2,315877,0,9,4,7,4,4,1,40,38,0
9326,30,2,349148,2,13,4,9,1,4,1,70,38,0
4852,36,2,373952,7,6,2,6,0,4,1,40,38,0
9000,27,2,275110,0,9,2,5,0,2,1,80,38,0
9637,29,2,351731,1,10,2,9,0,4,1,40,38,0
27648,21,2,417668,1,10,4,7,3,4,1,20,38,0
14503,39,0,129573,1,10,2,0,0,4,1,50,38,0
17587,39,2,80004,0,9,2,5,0,4,1,40,38,0
1909,51,1,133050,1,10,2,3,0,2,1,40,38,0
1781,38,1,255454,2,13,5,9,4,2,1,40,38,0
8958,52,4,72257,1,10,2,11,0,4,1,50,38,0
8468,38,2,127601,1,10,6,3,1,4,0,40,38,0
3506,29,1,175262,3,14,2,9,2,4,1,35,38,0
26245,38,2,283293,0,9,2,2,0,2,1,40,38,0
18354,47,3,96798,0,9,2,3,0,4,1,80,38,0
18729,40,2,178417,0,9,2,2,0,4,1,35,38,0
27408,66,1,179285,0,9,2,3,0,4,1,20,38,0
13642,30,4,164190,9,15,4,9,3,4,1,40,38,0
25537,60,2,26721,1,10,2,2,0,4,1,40,38,0
21232,41,4,150533,9,15,2,9,0,4,1,50,38,1
23722,36,2,145933,0,9,4,3,1,4,1,70,38,0
12996,37,2,259882,4,11,4,11,4,2,0,6,38,0
21019,47,1,204377,1,10,4,7,3,4,0,20,38,0
25018,29,2,144556,0,9,2,6,0,4,1,45,38,0
8946,58,5,198145,2,13,2,0,0,4,1,35,38,1
7223,46,2,124071,3,14,6,9,1,4,0,44,38,0
18629,36,2,222294,2,13,4,3,1,1,0,40,38,0
18461,55,1,209535,3,14,2,9,0,4,1,40,38,1
11524,34,2,201122,1,10,2,2,0,4,1,48,38,0
20552,59,2,158776,10,5,2,6,0,4,1,40,38,0
778,37,2,86551,2,13,2,3,0,4,1,45,38,1
18665,26,2,306513,1,10,4,5,3,4,1,40,38,0
27858,18,2,174394,0,9,4,7,3,4,0,20,38,0
9167,30,2,149118,0,9,0,2,1,4,0,40,38,0
13583,22,2,215395,0,9,4,13,1,4,1,37,38,0
19158,24,2,96844,1,10,4,0,1,4,0,17,38,0
22557,55,2,148773,7,6,2,6,0,4,1,40,38,0
21664,33,2,138667,0,9,2,0,0,4,1,50,38,0
16934,27,2,247819,1,10,4,0,1,4,0,15,38,0
25675,42,2,287244,0,9,2,2,0,4,1,55,38,0
217,28,2,76714,9,15,4,9,1,4,1,55,38,0
14127,55,2,377061,2,13,2,10,0,4,1,40,38,1
23210,41,1,67671,3,14,2,9,0,4,1,50,38,1
10502,44,3,56236,1,10,4,3,1,2,1,45,38,0
3270,47,3,214169,0,9,2,4,0,4,1,40,38,0
26330,23,2,185106,0,9,4,5,3,2,1,40,38,0
20314,42,2,144002,0,9,0,13,1,4,1,50,38,0
6689,40,4,55363,0,9,2,2,0,4,1,40,38,0
26125,35,4,238802,0,9,2,4,0,4,1,50,38,0
8000,35,5,35626,1,10,0,0,4,4,0,15,38,0
22247,29,5,214284,3,14,4,9,4,1,0,20,35,0
8928,41,2,162189,0,9,4,6,3,4,0,40,28,0
8165,53,5,118793,0,9,2,10,0,4,1,40,38,0
20405,41,2,142579,2,13,6,11,4,2,1,50,38,0
15342,25,2,133373,0,9,5,2,1,4,1,40,38,0
25091,40,4,26892,2,13,1,9,0,4,1,50,38,1
1678,22,4,202920,0,9,4,9,4,4,0,40,5,0
27436,21,2,241951,0,9,4,6,1,4,1,45,38,0
1257,20,2,444554,7,6,4,5,3,4,1,40,38,0
28131,43,2,48193,6,12,2,12,0,4,1,40,38,0
4880,40,2,272240,0,9,0,6,1,4,0,40,38,0
2759,25,2,117589,6,12,4,0,1,4,0,40,38,0
22954,54,2,220055,2,13,6,11,4,4,0,40,38,0
9213,61,2,231183,0,9,6,3,1,4,0,40,38,0
24362,34,2,209449,1,10,2,12,0,2,1,40,38,0
14341,51,2,91137,10,5,4,7,4,2,0,40,38,0
5828,46,2,141483,0,9,2,11,5,4,0,40,38,0
14978,40,2,168071,4,11,0,12,1,4,1,40,38,0
27445,33,5,173806,3,14,4,9,1,4,1,30,38,0
28095,42,2,276218,0,9,2,11,5,4,0,40,38,0
7171,44,2,336513,1,10,2,9,0,4,1,45,38,0
17051,28,3,146042,0,9,2,2,0,4,1,50,38,0
16579,22,2,223019,0,9,4,0,1,4,0,40,38,0
2282,41,2,195897,1,10,2,11,0,4,1,50,38,0
8780,29,2,349154,7,6,5,4,4,4,0,40,12,0
8470,21,2,250051,1,10,4,9,3,4,0,10,38,0
930,54,4,123011,0,9,2,2,0,4,1,52,38,0
30140,34,2,160216,2,13,4,3,1,4,0,55,38,0
384,31,5,1033222,1,10,2,6,0,4,1,40,38,0
23311,35,2,78247,4,11,2,2,0,4,1,50,38,0
28584,37,1,126569,0,9,4,2,1,4,1,40,38,0
14988,37,0,448337,0,9,4,3,4,2,0,40,38,0
615,42,2,247019,0,9,2,2,0,2,1,40,38,0
3881,31,2,73796,1,10,6,3,4,4,0,30,38,0
1128,75,4,208426,9,15,2,9,0,4,1,35,38,1
29825,41,2,112283,0,9,2,2,0,4,1,60,38,0
24944,25,2,213383,1,10,4,12,3,4,1,40,38,0
26881,27,2,165519,0,9,2,2,0,4,1,40,38,0
15789,56,4,179594,0,9,2,3,0,4,1,48,38,0
2363,19,2,446219,7,6,4,11,4,2,0,40,38,0
20737,48,2,238726,0,9,6,0,4,4,0,40,38,0
2679,30,2,177304,0,9,2,12,0,4,1,40,38,0
22818,47,1,51579,1,10,2,10,0,4,1,50,38,0
29861,47,2,117849,6,12,0,11,3,4,1,44,38,0
21415,47,2,22900,0,9,0,7,1,4,0,40,38,0
11880,38,2,31848,4,11,2,2,0,4,1,40,38,0
25814,24,2,223367,5,7,4,2,4,4,1,40,38,0
4964,67,2,197816,1,10,2,11,0,4,1,70,38,0
3848,76,3,120796,10,5,2,9,0,4,1,40,38,0
13434,52,2,112959,1,10,6,11,1,4,0,40,38,0
28301,50,4,131982,0,9,2,7,0,1,1,60,34,0
19430,21,2,417668,0,9,4,5,3,4,1,36,38,0
8410,66,4,174788,1,10,4,11,1,4,0,20,38,0
2445,38,2,407068,13,3,2,7,0,4,1,75,25,0
25836,55,2,202220,0,9,2,7,5,2,0,35,38,0
23944,46,2,321327,1,10,2,13,0,4,1,45,38,0
5258,34,4,353881,0,9,2,3,0,4,1,60,38,0
12307,37,2,240810,6,12,2,2,0,4,1,45,38,0
26048,40,2,178983,0,9,2,0,5,4,0,30,38,0
16284,44,1,24982,1,10,2,3,0,4,1,40,38,0
11009,37,2,182675,1,10,2,3,5,4,0,45,38,0
17212,53,2,89587,1,10,2,13,0,4,1,45,38,0
10020,27,2,37088,2,13,2,12,0,4,1,30,38,1
21593,20,2,179423,1,10,4,5,3,4,0,8,38,0
23901,27,2,21856,1,10,4,2,1,2,1,40,38,0
25929,50,2,548361,2,13,2,12,0,4,1,20,38,1
11515,42,2,30824,3,14,0,9,1,4,0,16,38,0
10768,22,2,349368,1,10,2,0,5,4,0,40,38,0
25668,61,2,129246,7,6,2,2,0,4,1,48,38,0
328,38,0,95432,0,9,2,0,0,4,1,40,38,0
18920,54,2,140359,8,4,0,6,4,4,0,40,38,0
8074,30,2,132601,2,13,2,3,0,4,1,50,38,1
5556,65,2,192133,0,9,2,2,0,4,1,40,11,0
14760,33,4,34102,0,9,4,7,1,4,0,35,38,0
17176,44,2,310255,1,10,2,2,0,4,1,60,38,0
18757,36,2,241998,2,13,2,2,0,4,1,50,38,1
29460,58,2,252419,5,7,2,13,0,4,1,50,38,0
29334,51,2,158508,1,10,0,3,1,4,0,36,38,0
29921,44,2,159960,1,10,0,0,4,4,0,40,38,0
5796,30,4,229741,0,9,2,2,0,4,1,40,38,0
26365,39,2,114544,2,13,0,3,1,4,1,45,38,0
21170,57,2,317847,3,14,0,3,1,4,1,50,38,0
25270,46,2,192835,1,10,2,13,0,4,1,48,38,0
29694,51,3,260938,1,10,2,3,0,4,1,50,38,0
6552,34,1,177675,1,10,4,10,1,4,1,50,38,0
26854,23,2,308498,1,10,4,2,3,4,1,15,38,0
10361,29,2,251905,6,12,2,2,0,4,1,45,38,0
19109,41,2,349703,6,12,2,4,0,1,1,40,38,0
24965,48,2,236858,5,7,0,7,1,4,0,31,38,0
28677,41,2,433989,4,11,2,11,0,4,1,60,38,0
8081,40,2,199303,0,9,2,0,0,4,1,40,38,0
5975,46,5,353012,0,9,2,13,0,4,1,40,38,0
16809,46,2,98012,4,11,0,0,1,4,0,40,38,0
11388,26,1,287233,2,13,2,9,5,2,0,40,38,0
29967,60,2,36077,8,4,3,6,1,4,1,40,38,0
25259,49,2,168211,0,9,2,10,0,4,1,40,38,0
29023,59,2,184493,1,10,2,11,0,4,1,40,38,0
3569,35,2,361888,6,12,2,12,0,4,1,40,38,0
26341,38,2,99138,2,13,4,3,1,4,0,38,38,0
12039,36,2,316298,2,13,4,12,3,4,1,40,38,0
2367,52,2,147629,0,9,2,13,0,4,1,60,38,0
5015,23,2,319842,1,10,4,5,3,4,1,25,38,0
12473,51,2,284211,0,9,6,9,4,4,0,35,38,0
20779,34,2,100669,2,13,2,13,0,1,1,40,38,1
6852,28,4,240172,3,14,4,9,3,4,1,40,38,0
19307,39,2,230329,0,9,2,2,0,4,1,35,38,0
12598,27,2,289147,0,9,4,6,3,4,0,40,38,0
2637,41,5,132551,3,14,0,9,4,4,0,35,38,0
5678,40,2,224232,2,13,2,11,0,4,1,40,38,1
28101,24,2,174043,2,13,4,7,1,4,1,40,38,0
26497,63,2,30270,8,4,2,11,0,4,1,40,38,0
4558,46,4,148599,3,14,2,2,0,4,1,50,38,1
14234,22,2,126945,4,11,2,12,0,4,1,40,38,0
